cliente_id,data_acionamento,canal,contato_efetivo,promessa_pagamento
9920,2026-02-05 21:49:12.867689,Telefone,1,1
4964,2025-12-14 21:49:12.868431,Telefone,0,0
1496,2026-02-19 21:49:12.867653,Telefone,1,1
8281,2026-03-01 21:49:12.867589,Telefone,0,0
1929,2025-12-19 21:49:12.868419,WhatsApp,0,0
9231,2026-02-10 21:49:12.867677,Telefone,0,0
5894,2026-01-07 21:49:12.868385,Telefone,1,0
7725,2026-02-15 21:49:12.867665,Telefone,1,1
1868,2026-01-25 21:49:12.868345,WhatsApp,1,1
8135,2026-01-17 21:49:12.868362,Telefone,0,0
9635,2025-12-07 21:49:12.868440,WhatsApp,0,0
3906,2026-01-23 21:49:12.868348,Telefone,0,0
5530,2026-01-21 21:49:12.868352,Telefone,0,0
5081,2026-02-09 21:49:12.867679,Telefone,1,0
3774,2026-01-13 21:49:12.868371,WhatsApp,0,0
469,2025-12-12 21:49:12.868434,WhatsApp,0,0
8833,2026-02-14 21:49:12.867668,WhatsApp,1,0
8629,2026-02-05 21:49:12.867689,Telefone,0,0
8166,2026-01-24 21:49:12.868347,WhatsApp,0,0
9148,2026-01-24 21:49:12.868347,Telefone,1,1
4618,2026-01-21 21:49:12.868352,Telefone,1,0
1686,2025-12-26 21:49:12.868403,Telefone,1,1
285,2025-12-20 21:49:12.868417,Telefone,1,0
4933,2025-12-28 21:49:12.868398,WhatsApp,0,0
5512,2026-01-06 21:49:12.868386,WhatsApp,1,1
2485,2026-02-12 21:49:12.867673,WhatsApp,1,0
1163,2026-02-17 21:49:12.867660,WhatsApp,1,1
9630,2025-12-27 21:49:12.868402,Telefone,0,0
1572,2025-12-22 21:49:12.868413,Telefone,0,0
4010,2026-01-24 21:49:12.868347,Telefone,0,0
7864,2026-01-19 21:49:12.868357,Telefone,1,1
4743,2026-02-21 21:49:12.867640,Telefone,1,0
390,2025-12-04 21:49:12.868444,Telefone,1,1
557,2026-02-09 21:49:12.867679,WhatsApp,0,0
6550,2025-12-18 21:49:12.868422,Telefone,0,0
2001,2025-12-29 21:49:12.868397,WhatsApp,1,0
7759,2026-01-17 21:49:12.868362,Telefone,1,1
2505,2025-12-19 21:49:12.868419,WhatsApp,0,0
3526,2026-02-13 21:49:12.867671,Telefone,0,0
9303,2025-12-24 21:49:12.868408,Telefone,0,0
6143,2026-02-20 21:49:12.867645,Telefone,1,1
5329,2026-02-04 21:49:12.867692,Telefone,0,0
1277,2026-02-04 21:49:12.867692,Telefone,1,0
7328,2026-01-02 21:49:12.868392,Telefone,0,0
3267,2026-01-26 21:49:12.868344,WhatsApp,0,0
9593,2026-01-05 21:49:12.868388,WhatsApp,1,0
6288,2026-02-18 21:49:12.867658,Telefone,1,0
4226,2026-02-03 21:49:12.867694,WhatsApp,1,1
2036,2025-12-27 21:49:12.868402,Telefone,0,0
5811,2026-02-24 21:49:12.867630,Telefone,0,0
9649,2025-12-23 21:49:12.868410,Telefone,0,0
1353,2026-02-12 21:49:12.867673,WhatsApp,0,0
9124,2026-02-16 21:49:12.867663,WhatsApp,1,0
5642,2025-12-06 21:49:12.868441,WhatsApp,0,0
2948,2025-12-05 21:49:12.868443,Telefone,1,1
4181,2026-01-16 21:49:12.868364,Telefone,1,0
4965,2026-01-10 21:49:12.868378,WhatsApp,0,0
6146,2026-02-07 21:49:12.867684,Telefone,0,0
8604,2026-01-08 21:49:12.868383,WhatsApp,0,0
121,2026-01-09 21:49:12.868380,Telefone,0,0
1481,2026-01-06 21:49:12.868386,Telefone,1,1
8201,2026-02-09 21:49:12.867679,WhatsApp,1,0
7809,2025-12-23 21:49:12.868410,Telefone,0,0
4408,2026-01-15 21:49:12.868366,WhatsApp,1,1
7981,2026-02-27 21:49:12.867618,WhatsApp,0,0
500,2026-01-28 21:49:12.868341,WhatsApp,1,1
7053,2026-01-11 21:49:12.868375,Telefone,0,0
6030,2026-02-04 21:49:12.867692,Telefone,0,0
4241,2026-02-09 21:49:12.867679,WhatsApp,0,0
4497,2026-01-08 21:49:12.868383,Telefone,1,1
2975,2026-02-15 21:49:12.867665,Telefone,0,0
8878,2026-01-05 21:49:12.868388,Telefone,0,0
5681,2025-12-24 21:49:12.868408,WhatsApp,0,0
755,2026-01-03 21:49:12.868391,Telefone,1,0
5323,2026-01-21 21:49:12.868352,Telefone,1,0
6091,2026-01-29 21:49:12.868339,Telefone,1,0
2315,2026-01-17 21:49:12.868362,WhatsApp,0,0
7881,2025-12-24 21:49:12.868408,WhatsApp,1,0
2298,2026-02-08 21:49:12.867682,Telefone,1,0
4535,2026-01-16 21:49:12.868364,Telefone,0,0
3680,2026-01-30 21:49:12.868337,Telefone,0,0
387,2026-01-10 21:49:12.868378,Telefone,1,1
1486,2025-12-15 21:49:12.868430,Telefone,0,0
2544,2026-01-29 21:49:12.868339,WhatsApp,0,0
4712,2025-12-24 21:49:12.868408,Telefone,0,0
7129,2026-01-05 21:49:12.868388,WhatsApp,0,0
6116,2026-01-27 21:49:12.868343,Telefone,0,0
8329,2026-01-08 21:49:12.868383,Telefone,0,0
2050,2026-01-04 21:49:12.868389,Telefone,0,0
5239,2025-12-07 21:49:12.868440,WhatsApp,1,1
857,2025-12-23 21:49:12.868410,Telefone,1,0
1144,2026-01-06 21:49:12.868386,WhatsApp,1,0
2838,2026-02-27 21:49:12.867618,WhatsApp,1,1
8341,2025-12-27 21:49:12.868402,Telefone,1,0
6986,2026-02-22 21:49:12.867636,Telefone,0,0
2267,2026-02-12 21:49:12.867673,Telefone,1,0
6327,2025-12-30 21:49:12.868396,WhatsApp,1,1
8762,2026-01-02 21:49:12.868392,WhatsApp,1,1
198,2026-01-11 21:49:12.868375,Telefone,0,0
3446,2025-12-20 21:49:12.868417,WhatsApp,1,1
5563,2026-02-26 21:49:12.867622,Telefone,0,0
6504,2026-02-15 21:49:12.867665,Telefone,1,1
5505,2025-12-03 21:49:12.868445,Telefone,1,0
7266,2026-02-24 21:49:12.867630,Telefone,0,0
7472,2026-03-01 21:49:12.867589,Telefone,1,0
8904,2025-12-15 21:49:12.868430,WhatsApp,1,0
9119,2026-01-31 21:49:12.868333,WhatsApp,0,0
8400,2025-12-07 21:49:12.868440,Telefone,0,0
5504,2026-01-29 21:49:12.868339,WhatsApp,1,0
2353,2026-01-22 21:49:12.868350,Telefone,0,0
2776,2026-01-03 21:49:12.868391,Telefone,0,0
9184,2025-12-10 21:49:12.868437,Telefone,0,0
5885,2026-02-25 21:49:12.867628,Telefone,0,0
3427,2026-01-16 21:49:12.868364,Telefone,1,1
8317,2026-01-22 21:49:12.868350,Telefone,1,1
861,2026-01-19 21:49:12.868357,Telefone,1,1
8900,2025-12-19 21:49:12.868419,WhatsApp,1,1
1315,2026-02-19 21:49:12.867653,WhatsApp,0,0
4555,2025-12-03 21:49:12.868445,Telefone,1,0
1058,2026-02-27 21:49:12.867618,Telefone,1,1
6887,2026-01-03 21:49:12.868391,WhatsApp,0,0
8122,2026-01-13 21:49:12.868371,WhatsApp,0,0
4437,2026-02-26 21:49:12.867622,Telefone,1,0
9553,2026-02-07 21:49:12.867684,Telefone,1,1
9362,2026-01-27 21:49:12.868343,WhatsApp,0,0
7886,2026-02-26 21:49:12.867622,WhatsApp,0,0
1574,2026-02-26 21:49:12.867622,Telefone,0,0
8512,2025-12-21 21:49:12.868415,Telefone,0,0
7197,2026-01-07 21:49:12.868385,WhatsApp,0,0
8563,2025-12-28 21:49:12.868398,WhatsApp,0,0
7178,2025-12-27 21:49:12.868402,Telefone,1,0
1809,2026-02-24 21:49:12.867630,WhatsApp,1,1
7101,2026-02-16 21:49:12.867663,WhatsApp,0,0
6228,2025-12-15 21:49:12.868430,Telefone,1,0
1617,2025-12-16 21:49:12.868426,Telefone,1,1
4679,2026-01-18 21:49:12.868359,Telefone,0,0
4979,2026-02-02 21:49:12.867696,Telefone,0,0
3901,2026-03-01 21:49:12.867589,Telefone,0,0
871,2026-01-04 21:49:12.868389,Telefone,1,1
300,2025-12-22 21:49:12.868413,WhatsApp,1,1
2270,2026-02-21 21:49:12.867640,Telefone,0,0
9126,2025-12-09 21:49:12.868438,Telefone,0,0
4329,2025-12-04 21:49:12.868444,Telefone,0,0
2226,2026-01-07 21:49:12.868385,Telefone,0,0
74,2025-12-03 21:49:12.868445,Telefone,0,0
7456,2026-01-20 21:49:12.868355,WhatsApp,0,0
7033,2025-12-23 21:49:12.868410,Telefone,0,0
1370,2025-12-25 21:49:12.868406,Telefone,1,0
1456,2025-12-21 21:49:12.868415,Telefone,0,0
2266,2026-02-18 21:49:12.867658,WhatsApp,1,1
7710,2026-01-25 21:49:12.868345,WhatsApp,1,0
9993,2026-02-23 21:49:12.867633,WhatsApp,1,0
6764,2026-01-22 21:49:12.868350,Telefone,0,0
2849,2026-02-22 21:49:12.867636,WhatsApp,1,0
8474,2025-12-15 21:49:12.868430,Telefone,1,1
714,2026-01-02 21:49:12.868392,WhatsApp,0,0
7466,2025-12-18 21:49:12.868422,Telefone,0,0
7207,2025-12-04 21:49:12.868444,WhatsApp,0,0
5437,2025-12-06 21:49:12.868441,WhatsApp,1,0
7928,2026-02-21 21:49:12.867640,Telefone,1,0
9130,2025-12-22 21:49:12.868413,Telefone,0,0
816,2025-12-16 21:49:12.868426,Telefone,0,0
1776,2026-02-09 21:49:12.867679,WhatsApp,1,1
7329,2026-01-06 21:49:12.868386,Telefone,1,0
9371,2026-01-16 21:49:12.868364,Telefone,0,0
5277,2026-02-13 21:49:12.867671,Telefone,0,0
3794,2025-12-20 21:49:12.868417,WhatsApp,0,0
2915,2025-12-07 21:49:12.868440,Telefone,1,1
7791,2026-01-03 21:49:12.868391,Telefone,1,0
9994,2026-01-01 21:49:12.868393,Telefone,0,0
6506,2026-01-10 21:49:12.868378,WhatsApp,1,0
4573,2026-02-22 21:49:12.867636,WhatsApp,1,1
1168,2025-12-30 21:49:12.868396,WhatsApp,0,0
8449,2025-12-29 21:49:12.868397,Telefone,1,0
7506,2026-02-17 21:49:12.867660,WhatsApp,1,0
2436,2025-12-17 21:49:12.868424,Telefone,0,0
1749,2026-02-14 21:49:12.867668,WhatsApp,1,1
8324,2026-02-14 21:49:12.867668,WhatsApp,1,0
2675,2026-01-11 21:49:12.868375,Telefone,1,0
2452,2026-01-06 21:49:12.868386,WhatsApp,1,0
4415,2026-02-07 21:49:12.867684,WhatsApp,0,0
8995,2025-12-16 21:49:12.868426,Telefone,1,0
9005,2026-01-26 21:49:12.868344,Telefone,0,0
4760,2025-12-31 21:49:12.868395,Telefone,0,0
8690,2026-02-13 21:49:12.867671,WhatsApp,0,0
6044,2026-01-07 21:49:12.868385,WhatsApp,1,0
2553,2026-01-20 21:49:12.868355,Telefone,1,1
8344,2025-12-28 21:49:12.868398,Telefone,0,0
3284,2026-02-17 21:49:12.867660,WhatsApp,1,1
6424,2026-02-21 21:49:12.867640,Telefone,1,0
9542,2026-02-26 21:49:12.867622,Telefone,0,0
1126,2026-02-09 21:49:12.867679,Telefone,1,1
6527,2026-01-25 21:49:12.868345,WhatsApp,1,0
1398,2026-01-29 21:49:12.868339,Telefone,1,1
2813,2026-02-21 21:49:12.867640,Telefone,1,1
281,2025-12-29 21:49:12.868397,Telefone,0,0
6624,2026-01-04 21:49:12.868389,WhatsApp,0,0
7761,2025-12-30 21:49:12.868396,Telefone,1,1
9669,2026-01-27 21:49:12.868343,Telefone,1,0
273,2026-01-13 21:49:12.868371,Telefone,1,0
7625,2026-02-03 21:49:12.867694,Telefone,0,0
7507,2026-01-07 21:49:12.868385,WhatsApp,1,1
521,2026-02-22 21:49:12.867636,Telefone,0,0
1727,2025-12-18 21:49:12.868422,Telefone,0,0
4200,2026-01-17 21:49:12.868362,Telefone,0,0
9299,2026-02-04 21:49:12.867692,WhatsApp,0,0
5229,2026-01-30 21:49:12.868337,WhatsApp,0,0
7288,2026-01-21 21:49:12.868352,Telefone,1,1
9668,2026-02-10 21:49:12.867677,Telefone,1,1
4998,2025-12-17 21:49:12.868424,WhatsApp,0,0
5387,2026-02-24 21:49:12.867630,WhatsApp,1,1
9109,2026-02-09 21:49:12.867679,Telefone,1,0
1983,2026-01-08 21:49:12.868383,Telefone,0,0
6640,2025-12-26 21:49:12.868403,Telefone,1,0
4313,2025-12-17 21:49:12.868424,Telefone,0,0
5760,2026-01-04 21:49:12.868389,Telefone,1,1
3922,2025-12-16 21:49:12.868426,WhatsApp,1,0
8853,2025-12-07 21:49:12.868440,WhatsApp,0,0
3735,2025-12-29 21:49:12.868397,Telefone,1,0
7741,2026-01-20 21:49:12.868355,Telefone,1,0
2046,2026-01-09 21:49:12.868380,WhatsApp,0,0
670,2026-02-03 21:49:12.867694,WhatsApp,0,0
6124,2026-01-04 21:49:12.868389,WhatsApp,1,1
1646,2026-02-26 21:49:12.867622,Telefone,0,0
9622,2026-01-07 21:49:12.868385,Telefone,1,0
3442,2026-01-02 21:49:12.868392,WhatsApp,0,0
920,2026-01-17 21:49:12.868362,WhatsApp,0,0
7383,2025-12-09 21:49:12.868438,Telefone,1,1
5427,2026-02-11 21:49:12.867675,WhatsApp,1,1
2113,2026-02-22 21:49:12.867636,Telefone,1,0
3952,2026-02-24 21:49:12.867630,Telefone,0,0
412,2026-02-24 21:49:12.867630,WhatsApp,1,1
7420,2025-12-03 21:49:12.868445,WhatsApp,0,0
5268,2026-01-12 21:49:12.868373,WhatsApp,1,0
3300,2026-02-17 21:49:12.867660,Telefone,0,0
2859,2026-01-27 21:49:12.868343,Telefone,0,0
9413,2025-12-30 21:49:12.868396,Telefone,0,0
2751,2026-02-12 21:49:12.867673,WhatsApp,1,1
6315,2025-12-20 21:49:12.868417,Telefone,0,0
754,2026-01-03 21:49:12.868391,Telefone,1,1
1487,2025-12-11 21:49:12.868435,Telefone,1,0
9633,2025-12-29 21:49:12.868397,WhatsApp,0,0
3372,2025-12-28 21:49:12.868398,Telefone,0,0
5273,2026-02-14 21:49:12.867668,Telefone,1,0
7459,2025-12-07 21:49:12.868440,Telefone,1,0
2207,2026-02-19 21:49:12.867653,Telefone,1,1
2370,2026-01-07 21:49:12.868385,Telefone,0,0
7166,2026-02-13 21:49:12.867671,Telefone,1,0
7347,2025-12-27 21:49:12.868402,Telefone,1,1
9964,2026-02-07 21:49:12.867684,Telefone,1,0
3771,2026-02-27 21:49:12.867618,WhatsApp,0,0
7569,2025-12-06 21:49:12.868441,Telefone,0,0
1092,2026-02-27 21:49:12.867618,WhatsApp,0,0
8000,2026-02-10 21:49:12.867677,Telefone,1,1
9603,2026-02-04 21:49:12.867692,Telefone,0,0
844,2026-02-20 21:49:12.867645,Telefone,0,0
6354,2025-12-31 21:49:12.868395,WhatsApp,1,0
9855,2025-12-29 21:49:12.868397,WhatsApp,1,0
878,2025-12-05 21:49:12.868443,Telefone,1,0
6101,2026-02-04 21:49:12.867692,WhatsApp,0,0
6513,2025-12-29 21:49:12.868397,Telefone,0,0
5686,2026-01-26 21:49:12.868344,WhatsApp,0,0
3632,2025-12-31 21:49:12.868395,Telefone,1,0
1562,2026-01-15 21:49:12.868366,Telefone,1,0
5448,2025-12-27 21:49:12.868402,Telefone,0,0
9304,2026-01-21 21:49:12.868352,Telefone,0,0
2155,2025-12-03 21:49:12.868445,Telefone,1,1
204,2026-01-17 21:49:12.868362,WhatsApp,1,0
4677,2025-12-14 21:49:12.868431,Telefone,0,0
6080,2026-02-07 21:49:12.867684,WhatsApp,1,1
864,2026-02-12 21:49:12.867673,Telefone,1,0
3710,2025-12-22 21:49:12.868413,WhatsApp,1,1
6971,2025-12-12 21:49:12.868434,WhatsApp,0,0
8726,2025-12-25 21:49:12.868406,Telefone,1,1
5063,2026-01-22 21:49:12.868350,Telefone,0,0
8932,2025-12-29 21:49:12.868397,Telefone,1,0
4407,2026-01-10 21:49:12.868378,WhatsApp,0,0
2313,2026-01-19 21:49:12.868357,Telefone,1,0
8566,2025-12-31 21:49:12.868395,Telefone,1,0
2659,2026-01-07 21:49:12.868385,Telefone,1,1
4316,2025-12-15 21:49:12.868430,Telefone,1,0
1501,2026-01-20 21:49:12.868355,WhatsApp,1,1
520,2026-01-03 21:49:12.868391,Telefone,0,0
363,2026-01-14 21:49:12.868369,Telefone,1,1
1477,2026-01-16 21:49:12.868364,WhatsApp,0,0
2013,2026-01-09 21:49:12.868380,WhatsApp,1,1
3325,2025-12-29 21:49:12.868397,WhatsApp,1,0
5856,2026-02-11 21:49:12.867675,Telefone,1,0
8192,2026-02-02 21:49:12.867696,WhatsApp,1,0
5264,2026-01-08 21:49:12.868383,Telefone,0,0
531,2026-01-09 21:49:12.868380,Telefone,0,0
4148,2025-12-03 21:49:12.868445,Telefone,1,1
2703,2025-12-10 21:49:12.868437,Telefone,0,0
9770,2026-02-23 21:49:12.867633,WhatsApp,0,0
1632,2026-02-11 21:49:12.867675,WhatsApp,0,0
847,2025-12-28 21:49:12.868398,Telefone,1,0
7846,2025-12-13 21:49:12.868433,Telefone,1,0
9088,2026-01-04 21:49:12.868389,Telefone,1,0
9549,2025-12-28 21:49:12.868398,WhatsApp,0,0
1620,2026-01-27 21:49:12.868343,WhatsApp,0,0
1871,2026-02-23 21:49:12.867633,Telefone,1,1
2247,2026-02-23 21:49:12.867633,Telefone,1,0
9655,2025-12-27 21:49:12.868402,WhatsApp,0,0
2198,2026-02-03 21:49:12.867694,WhatsApp,0,0
6194,2026-01-18 21:49:12.868359,WhatsApp,0,0
1364,2026-02-15 21:49:12.867665,Telefone,1,0
3603,2025-12-18 21:49:12.868422,Telefone,1,0
9051,2025-12-29 21:49:12.868397,Telefone,1,1
8970,2025-12-15 21:49:12.868430,WhatsApp,0,0
8242,2026-01-25 21:49:12.868345,Telefone,0,0
376,2026-01-29 21:49:12.868339,Telefone,0,0
23,2026-02-23 21:49:12.867633,WhatsApp,0,0
2673,2026-01-28 21:49:12.868341,Telefone,0,0
1030,2026-02-18 21:49:12.867658,WhatsApp,0,0
4376,2026-02-15 21:49:12.867665,Telefone,1,1
393,2026-01-26 21:49:12.868344,Telefone,1,0
3518,2026-01-08 21:49:12.868383,WhatsApp,1,0
9286,2025-12-08 21:49:12.868439,Telefone,0,0
9690,2025-12-12 21:49:12.868434,Telefone,1,1
6125,2026-01-23 21:49:12.868348,Telefone,0,0
7502,2026-01-09 21:49:12.868380,Telefone,0,0
8676,2026-01-28 21:49:12.868341,WhatsApp,0,0
4924,2026-02-13 21:49:12.867671,Telefone,0,0
8423,2026-01-21 21:49:12.868352,Telefone,0,0
87,2026-01-26 21:49:12.868344,Telefone,0,0
4485,2026-02-26 21:49:12.867622,WhatsApp,0,0
1644,2026-02-03 21:49:12.867694,Telefone,1,0
8911,2026-01-13 21:49:12.868371,WhatsApp,0,0
4833,2025-12-24 21:49:12.868408,Telefone,0,0
2230,2025-12-25 21:49:12.868406,WhatsApp,1,0
2470,2026-02-28 21:49:12.867612,Telefone,1,0
6597,2026-01-29 21:49:12.868339,WhatsApp,1,0
2249,2026-01-05 21:49:12.868388,Telefone,1,0
583,2026-01-10 21:49:12.868378,Telefone,1,0
4120,2025-12-26 21:49:12.868403,Telefone,0,0
873,2025-12-21 21:49:12.868415,WhatsApp,1,0
2384,2026-02-08 21:49:12.867682,Telefone,1,1
8165,2025-12-23 21:49:12.868410,Telefone,0,0
3722,2026-02-04 21:49:12.867692,WhatsApp,0,0
9685,2025-12-07 21:49:12.868440,WhatsApp,0,0
7317,2026-01-28 21:49:12.868341,Telefone,1,1
6898,2025-12-28 21:49:12.868398,WhatsApp,0,0
1095,2026-01-26 21:49:12.868344,Telefone,0,0
4008,2026-02-22 21:49:12.867636,WhatsApp,0,0
4488,2026-02-06 21:49:12.867687,Telefone,0,0
2296,2025-12-15 21:49:12.868430,WhatsApp,0,0
9321,2026-02-13 21:49:12.867671,WhatsApp,1,1
5172,2025-12-11 21:49:12.868435,Telefone,0,0
2306,2026-02-04 21:49:12.867692,Telefone,0,0
5605,2026-02-22 21:49:12.867636,Telefone,0,0
8598,2025-12-17 21:49:12.868424,WhatsApp,1,1
1655,2026-01-06 21:49:12.868386,Telefone,1,1
4982,2026-01-15 21:49:12.868366,Telefone,0,0
9780,2025-12-11 21:49:12.868435,Telefone,0,0
6511,2026-01-13 21:49:12.868371,Telefone,0,0
3774,2026-02-17 21:49:12.867660,WhatsApp,1,0
4446,2025-12-19 21:49:12.868419,WhatsApp,0,0
6770,2025-12-09 21:49:12.868438,Telefone,0,0
7874,2026-02-09 21:49:12.867679,Telefone,0,0
2103,2026-01-03 21:49:12.868391,Telefone,1,0
3853,2026-01-28 21:49:12.868341,Telefone,0,0
8988,2026-01-14 21:49:12.868369,Telefone,1,0
2905,2025-12-24 21:49:12.868408,Telefone,0,0
1454,2026-02-01 21:49:12.867714,Telefone,1,0
9071,2026-03-02 21:49:12.866965,WhatsApp,0,0
8579,2026-02-05 21:49:12.867689,Telefone,0,0
2435,2025-12-22 21:49:12.868413,WhatsApp,1,0
9373,2026-02-24 21:49:12.867630,WhatsApp,1,0
4520,2026-02-26 21:49:12.867622,Telefone,0,0
787,2025-12-09 21:49:12.868438,Telefone,1,0
6804,2025-12-29 21:49:12.868397,WhatsApp,1,1
3220,2026-02-08 21:49:12.867682,Telefone,1,0
7259,2026-02-23 21:49:12.867633,Telefone,0,0
6700,2026-01-15 21:49:12.868366,Telefone,0,0
1774,2025-12-13 21:49:12.868433,WhatsApp,1,0
2043,2026-01-21 21:49:12.868352,WhatsApp,0,0
9817,2026-01-14 21:49:12.868369,Telefone,1,1
7170,2025-12-23 21:49:12.868410,WhatsApp,1,1
7609,2025-12-18 21:49:12.868422,Telefone,0,0
9441,2025-12-16 21:49:12.868426,Telefone,0,0
4243,2025-12-27 21:49:12.868402,Telefone,1,1
1626,2026-01-13 21:49:12.868371,WhatsApp,1,1
1472,2026-03-01 21:49:12.867589,Telefone,1,0
5550,2025-12-30 21:49:12.868396,Telefone,0,0
1347,2026-02-18 21:49:12.867658,WhatsApp,1,0
9307,2025-12-10 21:49:12.868437,Telefone,1,1
14,2026-01-29 21:49:12.868339,Telefone,0,0
9364,2026-02-06 21:49:12.867687,WhatsApp,0,0
1827,2025-12-11 21:49:12.868435,WhatsApp,1,1
8601,2026-02-02 21:49:12.867696,WhatsApp,1,1
5508,2026-01-25 21:49:12.868345,WhatsApp,1,0
4153,2025-12-18 21:49:12.868422,WhatsApp,1,1
2562,2026-01-21 21:49:12.868352,WhatsApp,0,0
1903,2025-12-06 21:49:12.868441,WhatsApp,0,0
8597,2025-12-06 21:49:12.868441,Telefone,0,0
7917,2026-01-27 21:49:12.868343,Telefone,1,1
5721,2026-02-28 21:49:12.867612,WhatsApp,0,0
859,2026-01-15 21:49:12.868366,Telefone,0,0
209,2025-12-31 21:49:12.868395,WhatsApp,0,0
2191,2026-02-13 21:49:12.867671,Telefone,1,0
8110,2026-01-05 21:49:12.868388,WhatsApp,0,0
7795,2026-01-10 21:49:12.868378,WhatsApp,0,0
1823,2025-12-20 21:49:12.868417,Telefone,1,0
7742,2026-01-14 21:49:12.868369,WhatsApp,0,0
546,2026-02-11 21:49:12.867675,Telefone,1,1
8996,2025-12-05 21:49:12.868443,Telefone,1,0
1128,2025-12-12 21:49:12.868434,WhatsApp,1,0
6477,2026-02-19 21:49:12.867653,WhatsApp,1,1
4093,2026-01-29 21:49:12.868339,Telefone,0,0
247,2025-12-23 21:49:12.868410,Telefone,0,0
8657,2025-12-23 21:49:12.868410,Telefone,0,0
6445,2026-01-14 21:49:12.868369,Telefone,1,0
620,2026-02-08 21:49:12.867682,WhatsApp,0,0
1959,2026-01-16 21:49:12.868364,Telefone,0,0
6682,2026-02-24 21:49:12.867630,Telefone,0,0
9422,2026-02-05 21:49:12.867689,Telefone,0,0
8549,2025-12-26 21:49:12.868403,WhatsApp,0,0
2379,2026-01-05 21:49:12.868388,WhatsApp,0,0
3352,2026-02-06 21:49:12.867687,Telefone,1,1
885,2025-12-26 21:49:12.868403,WhatsApp,1,0
6586,2025-12-14 21:49:12.868431,Telefone,1,1
9951,2026-01-23 21:49:12.868348,WhatsApp,0,0
9650,2025-12-25 21:49:12.868406,Telefone,1,0
6344,2026-01-24 21:49:12.868347,Telefone,0,0
551,2026-01-17 21:49:12.868362,Telefone,1,0
8392,2025-12-29 21:49:12.868397,WhatsApp,0,0
9583,2025-12-08 21:49:12.868439,Telefone,0,0
3743,2026-01-08 21:49:12.868383,Telefone,0,0
1444,2025-12-22 21:49:12.868413,WhatsApp,1,1
4775,2026-02-18 21:49:12.867658,Telefone,1,0
8469,2026-01-12 21:49:12.868373,Telefone,0,0
54,2026-01-19 21:49:12.868357,WhatsApp,0,0
164,2026-02-24 21:49:12.867630,Telefone,0,0
6799,2025-12-06 21:49:12.868441,Telefone,1,1
2790,2026-01-18 21:49:12.868359,Telefone,0,0
4518,2025-12-29 21:49:12.868397,Telefone,1,0
9446,2026-02-24 21:49:12.867630,Telefone,1,0
9522,2026-02-21 21:49:12.867640,Telefone,0,0
9178,2025-12-15 21:49:12.868430,Telefone,0,0
5360,2025-12-24 21:49:12.868408,WhatsApp,1,0
5653,2025-12-31 21:49:12.868395,Telefone,1,1
1081,2026-02-12 21:49:12.867673,Telefone,0,0
8851,2026-01-29 21:49:12.868339,WhatsApp,1,0
5149,2025-12-31 21:49:12.868395,Telefone,1,0
2266,2025-12-15 21:49:12.868430,Telefone,1,1
4642,2025-12-26 21:49:12.868403,Telefone,1,0
849,2026-02-24 21:49:12.867630,WhatsApp,1,0
8658,2026-02-01 21:49:12.867714,WhatsApp,1,1
4662,2026-01-26 21:49:12.868344,Telefone,1,0
7712,2025-12-18 21:49:12.868422,Telefone,1,0
4600,2026-02-15 21:49:12.867665,Telefone,1,1
5662,2025-12-12 21:49:12.868434,WhatsApp,0,0
9567,2026-02-12 21:49:12.867673,Telefone,1,0
6112,2026-01-27 21:49:12.868343,Telefone,1,0
5516,2026-01-24 21:49:12.868347,Telefone,1,1
9999,2026-01-04 21:49:12.868389,Telefone,1,0
8611,2026-01-06 21:49:12.868386,Telefone,0,0
1460,2025-12-30 21:49:12.868396,Telefone,1,0
4533,2026-01-14 21:49:12.868369,Telefone,0,0
6030,2025-12-27 21:49:12.868402,Telefone,0,0
6290,2025-12-30 21:49:12.868396,Telefone,1,1
2214,2026-01-03 21:49:12.868391,Telefone,0,0
598,2026-01-11 21:49:12.868375,WhatsApp,1,0
9382,2025-12-28 21:49:12.868398,WhatsApp,1,1
5529,2025-12-27 21:49:12.868402,Telefone,0,0
8638,2026-01-10 21:49:12.868378,WhatsApp,0,0
4750,2025-12-14 21:49:12.868431,Telefone,0,0
47,2025-12-28 21:49:12.868398,WhatsApp,0,0
9705,2025-12-23 21:49:12.868410,Telefone,1,0
7891,2026-02-01 21:49:12.867714,Telefone,0,0
1287,2026-01-18 21:49:12.868359,Telefone,1,1
2702,2025-12-29 21:49:12.868397,Telefone,1,1
943,2025-12-12 21:49:12.868434,WhatsApp,1,1
2291,2026-01-22 21:49:12.868350,Telefone,0,0
904,2025-12-05 21:49:12.868443,Telefone,0,0
5453,2026-01-03 21:49:12.868391,Telefone,0,0
2660,2026-01-12 21:49:12.868373,WhatsApp,1,0
1132,2025-12-07 21:49:12.868440,Telefone,0,0
2369,2026-02-16 21:49:12.867663,WhatsApp,0,0
6949,2026-02-10 21:49:12.867677,Telefone,0,0
3545,2026-02-15 21:49:12.867665,WhatsApp,1,0
8659,2026-01-15 21:49:12.868366,Telefone,1,1
4058,2025-12-15 21:49:12.868430,Telefone,1,0
4851,2025-12-25 21:49:12.868406,Telefone,0,0
4035,2025-12-05 21:49:12.868443,Telefone,0,0
1136,2025-12-16 21:49:12.868426,Telefone,1,1
9671,2026-02-26 21:49:12.867622,WhatsApp,0,0
