cliente_id,produto,valor_divida,dias_atraso,faixa_atraso,score,operador
1947,Crédito Pessoal,2720.2,75,61-90,586,Carlos
1948,Crédito Pessoal,4333.35,26,0-30,650,Daniela
1949,Crédito Pessoal,3967.82,5,0-30,748,Bruno
1950,Crédito Pessoal,5462.71,48,31-60,658,Carlos
1951,Crédito Pessoal,8029.05,15,0-30,674,Eduardo
1952,Crédito Pessoal,5519.13,40,31-60,549,Carlos
1953,Cartão de Crédito,2582.52,76,61-90,491,Daniela
1954,Cartão de Crédito,2687.07,149,90+,411,Bruno
1955,Empréstimo Consignado,5411.55,35,31-60,667,Gustavo
1956,Empréstimo Consignado,10105.87,11,0-30,667,Helena
1957,Cartão de Crédito,2825.12,73,61-90,634,Helena
1958,Crédito Pessoal,4910.02,74,61-90,505,Carlos
1959,Cartão de Crédito,2783.98,23,0-30,743,Bruno
1960,Cartão de Crédito,2762.12,32,31-60,575,Helena
1961,Crédito Pessoal,5658.92,18,0-30,685,Ana
1962,Crédito Pessoal,6988.53,30,0-30,826,Eduardo
1963,Empréstimo Consignado,5725.63,90,61-90,506,Fernanda
1964,Crédito Pessoal,7622.43,37,31-60,690,Fernanda
1965,Cartão de Crédito,1217.87,50,31-60,555,Ana
1966,Cartão de Crédito,3029.51,50,31-60,579,Fernanda
1967,Crédito Pessoal,5335.52,68,61-90,423,Eduardo
1968,Crédito Pessoal,3074.18,27,0-30,826,Gustavo
1969,Crédito Pessoal,7058.21,15,0-30,627,Ana
1970,Crédito Pessoal,1372.97,49,31-60,620,Bruno
1971,Crédito Pessoal,8250.45,23,0-30,692,Gustavo
1972,Empréstimo Consignado,14770.44,22,0-30,711,Bruno
1973,Crédito Pessoal,4673.6,30,0-30,630,Ana
1974,Cartão de Crédito,1677.83,9,0-30,742,Gustavo
1975,Crédito Pessoal,3844.53,7,0-30,897,Daniela
1976,Empréstimo Consignado,10925.34,86,61-90,626,Ana
1977,Crédito Pessoal,4355.25,3,0-30,849,Carlos
1978,Crédito Pessoal,870.98,71,61-90,449,Daniela
1979,Empréstimo Consignado,9150.28,7,0-30,813,Bruno
1980,Empréstimo Consignado,10681.52,57,31-60,623,Ana
1981,Crédito Pessoal,6028.62,58,31-60,632,Gustavo
1982,Empréstimo Consignado,10019.97,6,0-30,868,Daniela
1983,Cartão de Crédito,3783.62,3,0-30,887,Gustavo
1984,Cartão de Crédito,2330.83,72,61-90,594,Carlos
1985,Crédito Pessoal,8436.65,126,90+,378,Eduardo
1986,Crédito Pessoal,4691.26,14,0-30,843,Bruno
1987,Cartão de Crédito,3401.32,47,31-60,590,Daniela
1988,Cartão de Crédito,2386.07,31,31-60,657,Fernanda
1989,Crédito Pessoal,9076.61,47,31-60,505,Daniela
1990,Cartão de Crédito,3018.33,59,31-60,524,Gustavo
1991,Cartão de Crédito,2423.06,19,0-30,749,Helena
1992,Crédito Pessoal,2600.83,169,90+,367,Helena
1993,Cartão de Crédito,2664.97,77,61-90,542,Fernanda
1994,Crédito Pessoal,3361.45,42,31-60,525,Daniela
1995,Cartão de Crédito,2852.8,46,31-60,690,Ana
1996,Cartão de Crédito,3027.17,19,0-30,873,Bruno
1997,Empréstimo Consignado,11121.08,29,0-30,672,Bruno
1998,Crédito Pessoal,6075.41,89,61-90,590,Ana
1999,Crédito Pessoal,5160.12,71,61-90,461,Ana
2000,Crédito Pessoal,7649.14,109,90+,543,Fernanda
2001,Crédito Pessoal,7880.94,31,31-60,567,Fernanda
2002,Crédito Pessoal,2894.59,4,0-30,662,Fernanda
2003,Empréstimo Consignado,13286.23,86,61-90,596,Gustavo
2004,Crédito Pessoal,7458.09,4,0-30,733,Helena
2005,Crédito Pessoal,3293.77,89,61-90,585,Ana
2006,Cartão de Crédito,996.69,76,61-90,645,Gustavo
2007,Crédito Pessoal,7408.94,73,61-90,450,Gustavo
2008,Cartão de Crédito,2665.0,57,31-60,511,Carlos
2009,Crédito Pessoal,4089.31,20,0-30,822,Daniela
2010,Cartão de Crédito,2751.14,9,0-30,725,Carlos
2011,Crédito Pessoal,7372.56,38,31-60,508,Bruno
2012,Crédito Pessoal,936.85,53,31-60,506,Ana
2013,Empréstimo Consignado,8378.55,44,31-60,656,Daniela
2014,Crédito Pessoal,5114.81,66,61-90,605,Helena
2015,Cartão de Crédito,3697.16,11,0-30,778,Fernanda
2016,Crédito Pessoal,6657.07,39,31-60,711,Eduardo
2017,Crédito Pessoal,6638.46,15,0-30,782,Gustavo
2018,Empréstimo Consignado,6668.43,173,90+,523,Daniela
2019,Crédito Pessoal,6339.16,53,31-60,686,Eduardo
2020,Cartão de Crédito,2111.88,80,61-90,583,Daniela
2021,Empréstimo Consignado,7673.78,26,0-30,827,Ana
2022,Cartão de Crédito,2959.11,2,0-30,835,Eduardo
2023,Empréstimo Consignado,8256.15,71,61-90,545,Eduardo
2024,Crédito Pessoal,5632.47,71,61-90,457,Bruno
2025,Crédito Pessoal,7626.09,2,0-30,895,Daniela
2026,Crédito Pessoal,4270.07,29,0-30,840,Carlos
2027,Cartão de Crédito,1669.92,7,0-30,886,Fernanda
2028,Empréstimo Consignado,5279.71,50,31-60,683,Carlos
2029,Crédito Pessoal,2751.05,31,31-60,662,Bruno
2030,Cartão de Crédito,3785.95,46,31-60,525,Bruno
2031,Crédito Pessoal,6308.48,35,31-60,695,Bruno
2032,Cartão de Crédito,3356.43,49,31-60,605,Ana
2033,Cartão de Crédito,3213.03,76,61-90,639,Helena
2034,Empréstimo Consignado,7404.79,1,0-30,641,Ana
2035,Cartão de Crédito,3803.91,15,0-30,732,Ana
2036,Crédito Pessoal,3618.2,2,0-30,643,Ana
2037,Crédito Pessoal,9024.74,1,0-30,634,Bruno
2038,Crédito Pessoal,5247.42,154,90+,407,Bruno
2039,Crédito Pessoal,8577.38,57,31-60,590,Gustavo
2040,Crédito Pessoal,2901.79,64,61-90,527,Helena
2041,Empréstimo Consignado,6705.68,38,31-60,500,Ana
2042,Cartão de Crédito,1217.69,89,61-90,625,Ana
2043,Cartão de Crédito,3333.8,51,31-60,542,Eduardo
2044,Crédito Pessoal,5506.44,49,31-60,531,Helena
2045,Empréstimo Consignado,14049.84,42,31-60,735,Daniela
2046,Cartão de Crédito,2112.81,37,31-60,602,Helena
2047,Crédito Pessoal,7674.17,5,0-30,632,Eduardo
2048,Cartão de Crédito,2563.93,65,61-90,494,Daniela
2049,Cartão de Crédito,2424.97,26,0-30,804,Ana
2050,Crédito Pessoal,4421.23,74,61-90,508,Ana
2051,Cartão de Crédito,1823.88,23,0-30,629,Helena
2052,Cartão de Crédito,2799.4,19,0-30,865,Fernanda
2053,Crédito Pessoal,5422.78,33,31-60,522,Ana
2054,Empréstimo Consignado,3281.95,3,0-30,696,Eduardo
2055,Empréstimo Consignado,466.36,42,31-60,538,Bruno
2056,Cartão de Crédito,2249.6,6,0-30,772,Daniela
2057,Cartão de Crédito,3429.6,15,0-30,847,Gustavo
2058,Crédito Pessoal,5444.14,24,0-30,761,Fernanda
2059,Cartão de Crédito,1457.83,7,0-30,779,Helena
2060,Cartão de Crédito,1080.92,8,0-30,702,Eduardo
2061,Crédito Pessoal,7309.59,48,31-60,708,Fernanda
2062,Cartão de Crédito,1177.57,21,0-30,621,Ana
2063,Empréstimo Consignado,10278.02,10,0-30,604,Bruno
2064,Cartão de Crédito,2955.23,50,31-60,638,Gustavo
2065,Crédito Pessoal,8269.32,43,31-60,713,Eduardo
2066,Cartão de Crédito,1996.68,40,31-60,659,Daniela
2067,Crédito Pessoal,6878.61,25,0-30,738,Fernanda
2068,Crédito Pessoal,7799.74,15,0-30,744,Fernanda
2069,Crédito Pessoal,2325.75,51,31-60,659,Fernanda
2070,Crédito Pessoal,5266.12,136,90+,382,Ana
2071,Cartão de Crédito,2467.69,3,0-30,754,Daniela
2072,Cartão de Crédito,1648.98,79,61-90,431,Fernanda
2073,Crédito Pessoal,5528.62,18,0-30,880,Ana
2074,Empréstimo Consignado,4493.03,8,0-30,663,Ana
2075,Empréstimo Consignado,9146.49,27,0-30,791,Carlos
2076,Empréstimo Consignado,14521.28,142,90+,455,Daniela
2077,Crédito Pessoal,4591.53,56,31-60,667,Gustavo
2078,Cartão de Crédito,2424.09,43,31-60,743,Bruno
2079,Empréstimo Consignado,12249.52,23,0-30,690,Ana
2080,Cartão de Crédito,3507.59,58,31-60,641,Bruno
2081,Crédito Pessoal,3764.71,51,31-60,541,Eduardo
2082,Crédito Pessoal,6376.43,4,0-30,848,Ana
2083,Cartão de Crédito,137.9,6,0-30,894,Helena
2084,Empréstimo Consignado,4987.65,48,31-60,501,Fernanda
2085,Cartão de Crédito,3355.91,39,31-60,580,Helena
2086,Cartão de Crédito,2091.82,49,31-60,500,Ana
2087,Crédito Pessoal,4599.34,75,61-90,508,Fernanda
2088,Cartão de Crédito,1760.54,45,31-60,659,Ana
2089,Empréstimo Consignado,4745.82,45,31-60,710,Fernanda
2090,Crédito Pessoal,7.64,56,31-60,624,Bruno
2091,Cartão de Crédito,2209.48,64,61-90,463,Carlos
2092,Empréstimo Consignado,9396.83,28,0-30,805,Gustavo
2093,Crédito Pessoal,5493.7,4,0-30,843,Daniela
2094,Cartão de Crédito,1834.39,9,0-30,677,Ana
2095,Crédito Pessoal,2142.02,76,61-90,510,Daniela
2096,Cartão de Crédito,2200.9,29,0-30,741,Fernanda
2097,Cartão de Crédito,1436.83,28,0-30,815,Daniela
2098,Cartão de Crédito,1885.94,10,0-30,615,Fernanda
2099,Cartão de Crédito,2603.28,90,61-90,596,Helena
2100,Crédito Pessoal,3256.99,41,31-60,553,Daniela
2101,Empréstimo Consignado,11858.94,32,31-60,640,Fernanda
2102,Cartão de Crédito,1663.35,1,0-30,678,Bruno
2103,Crédito Pessoal,3790.44,23,0-30,748,Helena
2104,Cartão de Crédito,3179.78,15,0-30,726,Fernanda
2105,Cartão de Crédito,3052.34,10,0-30,757,Daniela
2106,Crédito Pessoal,6033.24,25,0-30,878,Eduardo
2107,Empréstimo Consignado,6085.86,16,0-30,637,Gustavo
2108,Empréstimo Consignado,9752.38,29,0-30,756,Fernanda
2109,Crédito Pessoal,6584.13,1,0-30,887,Bruno
2110,Empréstimo Consignado,9325.07,106,90+,411,Helena
2111,Crédito Pessoal,4935.27,5,0-30,789,Bruno
2112,Crédito Pessoal,6154.19,180,90+,405,Eduardo
2113,Crédito Pessoal,4848.45,15,0-30,690,Carlos
2114,Empréstimo Consignado,9211.78,140,90+,397,Carlos
2115,Cartão de Crédito,2559.69,175,90+,344,Fernanda
2116,Crédito Pessoal,1978.62,22,0-30,648,Ana
2117,Crédito Pessoal,3832.55,9,0-30,760,Carlos
2118,Cartão de Crédito,4164.37,23,0-30,603,Gustavo
2119,Crédito Pessoal,1125.19,74,61-90,545,Ana
2120,Empréstimo Consignado,12656.71,22,0-30,797,Gustavo
2121,Empréstimo Consignado,9876.59,83,61-90,463,Daniela
2122,Cartão de Crédito,2527.38,45,31-60,655,Ana
2123,Empréstimo Consignado,2958.76,20,0-30,853,Carlos
2124,Crédito Pessoal,4997.7,67,61-90,489,Ana
2125,Empréstimo Consignado,5761.03,3,0-30,619,Bruno
2126,Cartão de Crédito,3451.18,179,90+,376,Gustavo
2127,Cartão de Crédito,1966.64,60,31-60,719,Carlos
2128,Crédito Pessoal,4448.34,30,0-30,761,Helena
2129,Empréstimo Consignado,8738.54,58,31-60,740,Helena
2130,Crédito Pessoal,3710.94,57,31-60,586,Gustavo
2131,Crédito Pessoal,6917.18,27,0-30,714,Ana
2132,Crédito Pessoal,4408.22,159,90+,393,Carlos
2133,Cartão de Crédito,995.33,130,90+,449,Helena
2134,Cartão de Crédito,2620.61,76,61-90,532,Helena
2135,Cartão de Crédito,3145.9,149,90+,544,Gustavo
2136,Empréstimo Consignado,12314.09,152,90+,471,Eduardo
2137,Crédito Pessoal,6105.34,47,31-60,613,Carlos
2138,Cartão de Crédito,3422.51,106,90+,308,Gustavo
2139,Crédito Pessoal,5981.41,25,0-30,898,Eduardo
2140,Empréstimo Consignado,5121.75,179,90+,303,Ana
2141,Empréstimo Consignado,5656.3,82,61-90,569,Eduardo
2142,Cartão de Crédito,660.99,51,31-60,564,Carlos
2143,Cartão de Crédito,2326.52,30,0-30,697,Bruno
2144,Crédito Pessoal,6305.64,77,61-90,568,Eduardo
2145,Cartão de Crédito,1237.75,44,31-60,691,Carlos
2146,Empréstimo Consignado,11881.92,14,0-30,817,Bruno
2147,Cartão de Crédito,2417.77,16,0-30,643,Daniela
2148,Crédito Pessoal,3207.24,14,0-30,860,Fernanda
2149,Cartão de Crédito,1233.65,9,0-30,884,Eduardo
2150,Empréstimo Consignado,12983.16,8,0-30,725,Eduardo
2151,Crédito Pessoal,7364.19,39,31-60,503,Ana
2152,Crédito Pessoal,4193.18,3,0-30,813,Daniela
2153,Cartão de Crédito,3243.21,59,31-60,548,Ana
2154,Empréstimo Consignado,7371.33,40,31-60,699,Ana
2155,Crédito Pessoal,3791.13,89,61-90,635,Carlos
2156,Crédito Pessoal,3693.51,86,61-90,484,Gustavo
2157,Crédito Pessoal,4535.72,55,31-60,635,Helena
2158,Crédito Pessoal,4202.89,49,31-60,621,Ana
2159,Cartão de Crédito,2549.17,108,90+,479,Gustavo
2160,Cartão de Crédito,3786.68,60,31-60,615,Eduardo
2161,Cartão de Crédito,4322.67,3,0-30,754,Ana
2162,Cartão de Crédito,1537.95,9,0-30,617,Bruno
2163,Crédito Pessoal,5918.92,77,61-90,531,Eduardo
2164,Empréstimo Consignado,8628.89,42,31-60,503,Fernanda
2165,Cartão de Crédito,2924.37,83,61-90,564,Carlos
2166,Empréstimo Consignado,6649.46,1,0-30,726,Ana
2167,Cartão de Crédito,2935.29,31,31-60,642,Bruno
2168,Crédito Pessoal,2240.64,4,0-30,812,Fernanda
2169,Cartão de Crédito,5205.79,49,31-60,547,Gustavo
2170,Crédito Pessoal,5581.22,50,31-60,545,Bruno
2171,Cartão de Crédito,3084.02,32,31-60,545,Eduardo
2172,Crédito Pessoal,2763.49,6,0-30,647,Ana
2173,Crédito Pessoal,3609.7,25,0-30,786,Bruno
2174,Empréstimo Consignado,3594.25,26,0-30,719,Ana
2175,Crédito Pessoal,7912.57,13,0-30,731,Eduardo
2176,Empréstimo Consignado,4670.91,26,0-30,618,Daniela
2177,Crédito Pessoal,4622.31,114,90+,484,Bruno
2178,Cartão de Crédito,2384.45,11,0-30,874,Carlos
2179,Cartão de Crédito,2878.56,25,0-30,831,Gustavo
2180,Cartão de Crédito,1466.06,179,90+,341,Ana
2181,Crédito Pessoal,6719.23,26,0-30,691,Fernanda
2182,Crédito Pessoal,7489.96,58,31-60,504,Eduardo
2183,Crédito Pessoal,3679.9,28,0-30,647,Eduardo
2184,Crédito Pessoal,4926.82,23,0-30,881,Fernanda
2185,Cartão de Crédito,3001.24,71,61-90,473,Carlos
2186,Empréstimo Consignado,8766.72,48,31-60,715,Helena
2187,Empréstimo Consignado,5000.84,35,31-60,689,Daniela
2188,Cartão de Crédito,3061.01,83,61-90,620,Ana
2189,Cartão de Crédito,3710.16,61,61-90,508,Daniela
2190,Cartão de Crédito,3707.64,35,31-60,634,Gustavo
2191,Crédito Pessoal,6150.55,50,31-60,671,Eduardo
2192,Empréstimo Consignado,10297.92,48,31-60,586,Bruno
2193,Cartão de Crédito,2188.65,13,0-30,837,Daniela
2194,Cartão de Crédito,1766.21,56,31-60,654,Bruno
2195,Crédito Pessoal,4862.58,79,61-90,569,Carlos
2196,Crédito Pessoal,9528.87,135,90+,372,Eduardo
2197,Cartão de Crédito,2075.2,20,0-30,655,Bruno
2198,Empréstimo Consignado,9303.24,77,61-90,530,Ana
2199,Cartão de Crédito,2802.21,7,0-30,797,Helena
2200,Crédito Pessoal,4251.36,34,31-60,558,Eduardo
2201,Empréstimo Consignado,12450.88,65,61-90,437,Carlos
2202,Crédito Pessoal,8177.62,32,31-60,584,Ana
2203,Crédito Pessoal,10334.11,30,0-30,816,Eduardo
2204,Crédito Pessoal,3403.19,21,0-30,830,Daniela
2205,Cartão de Crédito,2825.68,12,0-30,856,Gustavo
2206,Empréstimo Consignado,8265.68,53,31-60,677,Fernanda
2207,Crédito Pessoal,3627.17,40,31-60,708,Eduardo
2208,Empréstimo Consignado,6001.44,30,0-30,800,Ana
2209,Crédito Pessoal,5333.65,106,90+,436,Bruno
2210,Empréstimo Consignado,6599.22,48,31-60,627,Gustavo
2211,Cartão de Crédito,1716.28,134,90+,352,Bruno
2212,Empréstimo Consignado,8370.75,46,31-60,587,Eduardo
2213,Crédito Pessoal,2787.45,132,90+,437,Eduardo
2214,Empréstimo Consignado,6600.93,157,90+,383,Carlos
2215,Cartão de Crédito,2789.41,96,90+,508,Daniela
2216,Crédito Pessoal,4729.81,19,0-30,884,Carlos
2217,Empréstimo Consignado,7227.74,16,0-30,635,Fernanda
2218,Crédito Pessoal,8617.71,23,0-30,814,Carlos
2219,Empréstimo Consignado,12207.87,20,0-30,626,Bruno
2220,Crédito Pessoal,5164.91,86,61-90,545,Helena
2221,Cartão de Crédito,1688.55,37,31-60,517,Helena
2222,Cartão de Crédito,3148.61,59,31-60,617,Bruno
2223,Crédito Pessoal,10052.36,22,0-30,736,Ana
2224,Crédito Pessoal,7729.98,69,61-90,466,Fernanda
2225,Crédito Pessoal,2399.76,4,0-30,629,Fernanda
2226,Cartão de Crédito,2341.89,45,31-60,572,Carlos
2227,Crédito Pessoal,3534.03,20,0-30,722,Helena
2228,Cartão de Crédito,1759.14,52,31-60,688,Gustavo
2229,Crédito Pessoal,7270.09,126,90+,532,Ana
2230,Crédito Pessoal,7227.93,163,90+,518,Eduardo
2231,Cartão de Crédito,3920.35,137,90+,527,Ana
2232,Crédito Pessoal,6356.7,82,61-90,481,Bruno
2233,Empréstimo Consignado,7865.66,1,0-30,872,Carlos
2234,Empréstimo Consignado,8563.68,49,31-60,745,Bruno
2235,Cartão de Crédito,1775.53,15,0-30,638,Eduardo
2236,Cartão de Crédito,3596.08,7,0-30,769,Daniela
2237,Empréstimo Consignado,5776.38,15,0-30,701,Gustavo
2238,Crédito Pessoal,4182.78,23,0-30,893,Fernanda
2239,Crédito Pessoal,4392.61,2,0-30,842,Carlos
2240,Crédito Pessoal,1141.98,39,31-60,656,Bruno
2241,Cartão de Crédito,3194.05,42,31-60,603,Helena
2242,Crédito Pessoal,3104.53,137,90+,308,Daniela
2243,Cartão de Crédito,3051.59,49,31-60,500,Eduardo
2244,Empréstimo Consignado,6654.32,3,0-30,722,Daniela
2245,Empréstimo Consignado,6627.74,128,90+,499,Bruno
2246,Cartão de Crédito,1611.54,12,0-30,646,Bruno
2247,Crédito Pessoal,7776.88,22,0-30,609,Eduardo
2248,Empréstimo Consignado,12833.71,25,0-30,743,Eduardo
2249,Cartão de Crédito,3299.91,25,0-30,898,Daniela
2250,Crédito Pessoal,5530.22,86,61-90,551,Daniela
2251,Crédito Pessoal,5271.44,45,31-60,730,Fernanda
2252,Empréstimo Consignado,11259.78,12,0-30,735,Fernanda
2253,Cartão de Crédito,2399.45,32,31-60,574,Bruno
2254,Empréstimo Consignado,11952.96,4,0-30,625,Eduardo
2255,Empréstimo Consignado,5112.11,46,31-60,506,Ana
2256,Cartão de Crédito,3285.27,81,61-90,478,Eduardo
2257,Cartão de Crédito,3528.07,61,61-90,414,Carlos
2258,Crédito Pessoal,2803.77,19,0-30,806,Carlos
2259,Crédito Pessoal,3321.94,14,0-30,688,Eduardo
2260,Crédito Pessoal,4911.06,9,0-30,696,Daniela
2261,Cartão de Crédito,2838.5,70,61-90,541,Carlos
2262,Cartão de Crédito,2005.92,5,0-30,815,Helena
2263,Empréstimo Consignado,8276.59,79,61-90,645,Gustavo
2264,Crédito Pessoal,867.57,45,31-60,702,Fernanda
2265,Cartão de Crédito,3111.99,7,0-30,858,Bruno
2266,Cartão de Crédito,3149.63,28,0-30,886,Bruno
2267,Cartão de Crédito,3716.8,70,61-90,518,Helena
2268,Cartão de Crédito,2959.02,161,90+,507,Gustavo
2269,Crédito Pessoal,4259.86,86,61-90,474,Gustavo
2270,Cartão de Crédito,1688.54,32,31-60,741,Helena
2271,Crédito Pessoal,3373.72,44,31-60,516,Bruno
2272,Crédito Pessoal,4822.36,125,90+,476,Helena
2273,Cartão de Crédito,1822.53,135,90+,302,Fernanda
2274,Cartão de Crédito,1885.26,13,0-30,722,Eduardo
2275,Empréstimo Consignado,7886.68,43,31-60,710,Carlos
2276,Cartão de Crédito,1210.72,3,0-30,710,Daniela
2277,Cartão de Crédito,1707.39,24,0-30,855,Helena
2278,Cartão de Crédito,2674.75,59,31-60,733,Fernanda
2279,Cartão de Crédito,2713.2,6,0-30,639,Helena
2280,Crédito Pessoal,6729.77,59,31-60,621,Fernanda
2281,Crédito Pessoal,5309.9,18,0-30,814,Bruno
2282,Crédito Pessoal,5061.85,86,61-90,439,Gustavo
2283,Cartão de Crédito,3009.62,10,0-30,885,Fernanda
2284,Crédito Pessoal,5380.6,10,0-30,880,Fernanda
2285,Crédito Pessoal,3055.79,29,0-30,606,Daniela
2286,Crédito Pessoal,3400.89,19,0-30,691,Helena
2287,Empréstimo Consignado,13029.73,102,90+,404,Fernanda
2288,Crédito Pessoal,11433.97,39,31-60,677,Bruno
2289,Cartão de Crédito,3088.88,61,61-90,522,Fernanda
2290,Crédito Pessoal,2983.17,44,31-60,580,Eduardo
2291,Cartão de Crédito,4019.17,17,0-30,695,Bruno
2292,Crédito Pessoal,4139.53,3,0-30,600,Eduardo
2293,Crédito Pessoal,5849.82,48,31-60,590,Helena
2294,Cartão de Crédito,2483.68,170,90+,471,Gustavo
2295,Crédito Pessoal,5371.96,164,90+,527,Carlos
2296,Crédito Pessoal,4119.44,25,0-30,606,Gustavo
2297,Crédito Pessoal,7595.77,48,31-60,619,Gustavo
2298,Crédito Pessoal,4631.1,89,61-90,530,Helena
2299,Crédito Pessoal,6225.4,69,61-90,493,Carlos
2300,Crédito Pessoal,6182.15,80,61-90,528,Daniela
2301,Empréstimo Consignado,7668.71,9,0-30,778,Helena
2302,Cartão de Crédito,1296.23,45,31-60,597,Fernanda
2303,Cartão de Crédito,1838.07,17,0-30,642,Bruno
2304,Crédito Pessoal,6423.95,18,0-30,782,Carlos
2305,Empréstimo Consignado,8922.25,84,61-90,584,Fernanda
2306,Crédito Pessoal,3369.94,123,90+,352,Ana
2307,Crédito Pessoal,5087.41,31,31-60,727,Ana
2308,Cartão de Crédito,2667.72,32,31-60,660,Daniela
2309,Crédito Pessoal,6165.52,33,31-60,734,Fernanda
2310,Crédito Pessoal,8640.53,27,0-30,799,Gustavo
2311,Cartão de Crédito,673.7,60,31-60,679,Carlos
2312,Empréstimo Consignado,11632.09,44,31-60,500,Eduardo
2313,Cartão de Crédito,2673.75,40,31-60,513,Fernanda
2314,Cartão de Crédito,1675.79,62,61-90,621,Ana
2315,Empréstimo Consignado,8494.66,44,31-60,712,Fernanda
2316,Crédito Pessoal,7892.83,74,61-90,521,Carlos
2317,Crédito Pessoal,8491.39,16,0-30,876,Eduardo
2318,Crédito Pessoal,2957.68,42,31-60,533,Bruno
2319,Crédito Pessoal,3302.8,12,0-30,869,Gustavo
2320,Crédito Pessoal,2414.01,73,61-90,645,Fernanda
2321,Empréstimo Consignado,8699.06,68,61-90,567,Carlos
2322,Cartão de Crédito,2725.88,27,0-30,769,Helena
2323,Cartão de Crédito,3290.0,28,0-30,681,Helena
2324,Crédito Pessoal,5882.63,118,90+,447,Bruno
2325,Empréstimo Consignado,10680.49,30,0-30,736,Ana
2326,Empréstimo Consignado,3839.16,49,31-60,732,Bruno
2327,Empréstimo Consignado,13258.3,32,31-60,614,Helena
2328,Crédito Pessoal,7594.47,74,61-90,636,Ana
2329,Cartão de Crédito,2076.64,68,61-90,432,Daniela
2330,Crédito Pessoal,3425.56,31,31-60,548,Daniela
2331,Crédito Pessoal,6492.45,35,31-60,695,Ana
2332,Crédito Pessoal,1876.76,78,61-90,403,Eduardo
2333,Cartão de Crédito,1911.83,21,0-30,775,Daniela
2334,Cartão de Crédito,1677.79,8,0-30,871,Gustavo
2335,Crédito Pessoal,4806.34,43,31-60,674,Eduardo
2336,Crédito Pessoal,4112.06,75,61-90,425,Helena
2337,Cartão de Crédito,1871.67,78,61-90,469,Eduardo
2338,Crédito Pessoal,3232.67,3,0-30,892,Eduardo
2339,Crédito Pessoal,3721.9,1,0-30,833,Helena
2340,Crédito Pessoal,2619.8,30,0-30,830,Carlos
2341,Cartão de Crédito,2934.14,12,0-30,862,Fernanda
2342,Crédito Pessoal,7252.32,159,90+,469,Helena
2343,Crédito Pessoal,5803.07,19,0-30,885,Gustavo
2344,Crédito Pessoal,7765.61,54,31-60,573,Helena
2345,Empréstimo Consignado,5478.32,70,61-90,520,Carlos
2346,Cartão de Crédito,1901.07,51,31-60,706,Fernanda
2347,Cartão de Crédito,2853.81,3,0-30,605,Fernanda
2348,Crédito Pessoal,6144.47,25,0-30,623,Eduardo
2349,Cartão de Crédito,2512.23,24,0-30,793,Ana
2350,Crédito Pessoal,4950.36,68,61-90,567,Fernanda
2351,Cartão de Crédito,1647.09,90,61-90,520,Daniela
2352,Empréstimo Consignado,18.43,12,0-30,809,Bruno
2353,Cartão de Crédito,2946.07,82,61-90,532,Carlos
2354,Empréstimo Consignado,10945.47,18,0-30,891,Carlos
2355,Cartão de Crédito,2151.09,77,61-90,601,Gustavo
2356,Crédito Pessoal,3895.76,16,0-30,773,Bruno
2357,Empréstimo Consignado,6023.67,25,0-30,750,Eduardo
2358,Crédito Pessoal,4249.63,24,0-30,687,Gustavo
2359,Cartão de Crédito,3304.99,4,0-30,865,Gustavo
2360,Crédito Pessoal,3130.52,10,0-30,669,Fernanda
2361,Crédito Pessoal,6290.94,64,61-90,604,Gustavo
2362,Crédito Pessoal,4004.55,79,61-90,484,Bruno
2363,Crédito Pessoal,1011.96,25,0-30,631,Eduardo
2364,Cartão de Crédito,2225.37,49,31-60,542,Gustavo
2365,Cartão de Crédito,3811.54,22,0-30,717,Carlos
2366,Crédito Pessoal,3629.25,69,61-90,520,Gustavo
2367,Crédito Pessoal,4525.57,34,31-60,514,Bruno
2368,Cartão de Crédito,2506.47,20,0-30,714,Fernanda
2369,Crédito Pessoal,5394.72,124,90+,380,Helena
2370,Cartão de Crédito,3733.88,63,61-90,419,Ana
2371,Cartão de Crédito,1865.65,38,31-60,677,Daniela
2372,Empréstimo Consignado,8031.88,24,0-30,861,Daniela
2373,Cartão de Crédito,3106.92,135,90+,378,Daniela
2374,Crédito Pessoal,3571.77,64,61-90,524,Bruno
2375,Cartão de Crédito,2558.47,4,0-30,719,Gustavo
2376,Crédito Pessoal,6964.24,6,0-30,625,Gustavo
2377,Crédito Pessoal,3960.45,11,0-30,621,Fernanda
2378,Cartão de Crédito,2361.42,50,31-60,700,Helena
2379,Crédito Pessoal,2696.84,17,0-30,663,Eduardo
2380,Cartão de Crédito,3257.53,20,0-30,813,Fernanda
2381,Empréstimo Consignado,8475.66,49,31-60,557,Helena
2382,Empréstimo Consignado,6723.79,26,0-30,892,Fernanda
2383,Empréstimo Consignado,7075.01,34,31-60,577,Gustavo
2384,Crédito Pessoal,4981.96,39,31-60,715,Gustavo
2385,Crédito Pessoal,5668.37,160,90+,499,Carlos
2386,Cartão de Crédito,1977.82,85,61-90,617,Daniela
2387,Crédito Pessoal,3851.82,31,31-60,723,Bruno
2388,Cartão de Crédito,2289.34,71,61-90,520,Daniela
2389,Cartão de Crédito,2620.82,21,0-30,627,Fernanda
2390,Cartão de Crédito,3784.75,124,90+,523,Eduardo
2391,Crédito Pessoal,3394.53,59,31-60,713,Gustavo
2392,Crédito Pessoal,1694.05,29,0-30,800,Ana
2393,Crédito Pessoal,7799.84,40,31-60,566,Gustavo
