cliente_id,produto,valor_divida,dias_atraso,faixa_atraso,score,operador,total_acionamentos,taxa_contato,taxa_promessa,total_pago,qtd_pagamentos,cliente_recuperado,percentual_recuperado
735,Crédito Pessoal,5516.24,32,31-60,503,Helena,7.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0,0.0
736,Empréstimo Consignado,10190.46,43,31-60,634,Daniela,4.0,1.0,0.75,4310.25,1.0,1,0.42296912995095415
737,Crédito Pessoal,3108.28,38,31-60,704,Eduardo,4.0,0.75,0.25,0.0,0.0,0,0.0
738,Empréstimo Consignado,3809.52,15,0-30,730,Eduardo,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
739,Crédito Pessoal,2677.36,1,0-30,680,Helena,3.0,0.6666666666666666,0.3333333333333333,2629.24,1.0,1,0.9820270714435114
740,Crédito Pessoal,3375.68,15,0-30,658,Daniela,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
741,Cartão de Crédito,4117.56,67,61-90,473,Gustavo,6.0,0.16666666666666666,0.0,0.0,0.0,0,0.0
742,Crédito Pessoal,3393.38,21,0-30,838,Eduardo,2.0,0.5,0.0,0.0,0.0,0,0.0
743,Cartão de Crédito,2082.58,16,0-30,728,Eduardo,1.0,1.0,0.0,0.0,0.0,0,0.0
744,Cartão de Crédito,2312.55,101,90+,455,Helena,4.0,0.0,0.0,0.0,0.0,0,0.0
745,Crédito Pessoal,4286.5,19,0-30,737,Helena,4.0,0.75,0.5,0.0,0.0,0,0.0
746,Empréstimo Consignado,13445.63,27,0-30,702,Bruno,3.0,1.0,0.6666666666666666,0.0,0.0,0,0.0
747,Crédito Pessoal,1548.79,13,0-30,608,Daniela,5.0,0.8,0.2,1000.08,1.0,1,0.6457169790610735
748,Cartão de Crédito,4248.3,49,31-60,731,Daniela,0.0,0.0,0.0,0.0,0.0,0,0.0
749,Empréstimo Consignado,8434.08,75,61-90,498,Carlos,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
750,Cartão de Crédito,3269.19,32,31-60,717,Helena,4.0,0.5,0.25,0.0,0.0,0,0.0
751,Crédito Pessoal,5040.74,51,31-60,696,Fernanda,3.0,0.0,0.0,0.0,0.0,0,0.0
752,Empréstimo Consignado,10445.81,50,31-60,640,Bruno,5.0,0.6,0.2,0.0,0.0,0,0.0
753,Cartão de Crédito,1744.51,78,61-90,636,Ana,4.0,0.5,0.0,0.0,0.0,0,0.0
754,Crédito Pessoal,2290.05,111,90+,521,Bruno,3.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.0
755,Crédito Pessoal,10186.24,57,31-60,667,Ana,4.0,0.5,0.25,14873.95,2.0,1,1.4602002308997237
756,Cartão de Crédito,4030.78,12,0-30,661,Daniela,3.0,0.0,0.0,0.0,0.0,0,0.0
757,Cartão de Crédito,1656.98,39,31-60,561,Bruno,2.0,0.5,0.0,0.0,0.0,0,0.0
758,Cartão de Crédito,3073.24,19,0-30,609,Gustavo,5.0,1.0,0.2,1311.51,1.0,1,0.4267515716312426
759,Empréstimo Consignado,11473.63,112,90+,533,Carlos,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
760,Cartão de Crédito,3028.15,98,90+,386,Fernanda,1.0,0.0,0.0,0.0,0.0,0,0.0
761,Crédito Pessoal,4583.34,6,0-30,866,Eduardo,3.0,0.3333333333333333,0.3333333333333333,7674.85,2.0,1,1.674510291621394
762,Crédito Pessoal,9049.0,16,0-30,803,Ana,5.0,0.2,0.2,7255.13,1.0,1,0.8017604155155266
763,Crédito Pessoal,6375.33,52,31-60,561,Eduardo,3.0,1.0,0.0,0.0,0.0,0,0.0
764,Cartão de Crédito,1757.68,114,90+,376,Fernanda,5.0,0.0,0.0,0.0,0.0,0,0.0
765,Crédito Pessoal,4226.23,59,31-60,603,Daniela,4.0,0.75,0.25,0.0,0.0,0,0.0
766,Cartão de Crédito,1644.02,125,90+,540,Daniela,4.0,0.25,0.0,0.0,0.0,0,0.0
767,Cartão de Crédito,2414.08,29,0-30,655,Daniela,6.0,0.5,0.5,0.0,0.0,0,0.0
768,Empréstimo Consignado,7580.76,13,0-30,709,Eduardo,2.0,0.5,0.0,0.0,0.0,0,0.0
769,Crédito Pessoal,6510.73,68,61-90,448,Fernanda,6.0,0.5,0.16666666666666666,5521.69,1.0,1,0.8480907670875616
770,Empréstimo Consignado,10221.94,64,61-90,642,Gustavo,4.0,0.5,0.25,0.0,0.0,0,0.0
771,Crédito Pessoal,5776.68,34,31-60,515,Daniela,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
772,Empréstimo Consignado,9084.2,20,0-30,672,Daniela,8.0,0.375,0.25,5515.9,1.0,1,0.6071971114682635
773,Crédito Pessoal,7086.53,42,31-60,615,Eduardo,6.0,0.5,0.16666666666666666,0.0,0.0,0,0.0
774,Crédito Pessoal,4548.32,54,31-60,701,Daniela,3.0,1.0,0.0,0.0,0.0,0,0.0
775,Cartão de Crédito,585.55,35,31-60,592,Fernanda,3.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.0
776,Crédito Pessoal,9221.94,149,90+,436,Helena,4.0,0.25,0.0,0.0,0.0,0,0.0
777,Crédito Pessoal,3178.52,36,31-60,532,Ana,2.0,1.0,0.5,0.0,0.0,0,0.0
778,Cartão de Crédito,3056.37,35,31-60,587,Bruno,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0.0
779,Cartão de Crédito,2227.5,18,0-30,802,Ana,7.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0,0.0
780,Cartão de Crédito,3618.42,21,0-30,638,Gustavo,5.0,0.4,0.0,0.0,0.0,0,0.0
781,Cartão de Crédito,1730.65,51,31-60,613,Daniela,1.0,1.0,0.0,0.0,0.0,0,0.0
782,Cartão de Crédito,1931.37,27,0-30,846,Fernanda,2.0,1.0,1.0,0.0,0.0,0,0.0
783,Crédito Pessoal,4004.47,80,61-90,486,Fernanda,4.0,0.25,0.0,0.0,0.0,0,0.0
784,Crédito Pessoal,6108.59,98,90+,452,Daniela,5.0,0.4,0.0,0.0,0.0,0,0.0
785,Crédito Pessoal,5446.07,50,31-60,613,Gustavo,2.0,0.5,0.0,0.0,0.0,0,0.0
786,Empréstimo Consignado,9695.62,155,90+,507,Gustavo,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
787,Cartão de Crédito,2601.41,3,0-30,896,Helena,6.0,1.0,0.3333333333333333,1518.06,1.0,1,0.58355276561557
788,Crédito Pessoal,6864.06,143,90+,403,Daniela,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
789,Cartão de Crédito,3259.04,85,61-90,610,Daniela,1.0,1.0,1.0,0.0,0.0,0,0.0
790,Empréstimo Consignado,12543.44,24,0-30,658,Eduardo,3.0,0.6666666666666666,0.3333333333333333,6176.12,1.0,1,0.4923784862844642
791,Crédito Pessoal,5687.59,21,0-30,755,Fernanda,4.0,0.25,0.0,0.0,0.0,0,0.0
792,Cartão de Crédito,2771.22,72,61-90,521,Bruno,2.0,0.5,0.5,0.0,0.0,0,0.0
793,Cartão de Crédito,3913.61,36,31-60,619,Helena,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
794,Cartão de Crédito,3457.92,54,31-60,540,Eduardo,5.0,0.6,0.6,0.0,0.0,0,0.0
795,Crédito Pessoal,6037.47,59,31-60,565,Eduardo,5.0,0.6,0.0,0.0,0.0,0,0.0
796,Empréstimo Consignado,3816.58,14,0-30,661,Fernanda,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
797,Empréstimo Consignado,2948.96,42,31-60,657,Gustavo,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
798,Cartão de Crédito,2990.17,30,0-30,639,Helena,2.0,0.5,0.5,0.0,0.0,0,0.0
799,Cartão de Crédito,3023.14,73,61-90,641,Daniela,1.0,1.0,1.0,0.0,0.0,0,0.0
800,Empréstimo Consignado,5831.64,12,0-30,639,Ana,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
801,Cartão de Crédito,2783.12,42,31-60,696,Fernanda,4.0,0.0,0.0,0.0,0.0,0,0.0
802,Crédito Pessoal,3173.71,21,0-30,789,Ana,4.0,1.0,0.5,0.0,0.0,0,0.0
803,Cartão de Crédito,2957.74,18,0-30,833,Carlos,1.0,1.0,0.0,0.0,0.0,0,0.0
804,Cartão de Crédito,2978.58,10,0-30,614,Fernanda,3.0,1.0,0.0,0.0,0.0,0,0.0
805,Crédito Pessoal,6183.49,41,31-60,623,Helena,1.0,1.0,0.0,0.0,0.0,0,0.0
806,Cartão de Crédito,2768.43,15,0-30,827,Bruno,4.0,0.75,0.25,0.0,0.0,0,0.0
807,Empréstimo Consignado,7117.63,6,0-30,879,Fernanda,4.0,0.75,0.0,0.0,0.0,0,0.0
808,Empréstimo Consignado,7364.92,25,0-30,647,Helena,5.0,0.2,0.2,0.0,0.0,0,0.0
809,Cartão de Crédito,3427.28,77,61-90,588,Carlos,8.0,0.625,0.125,0.0,0.0,0,0.0
810,Crédito Pessoal,5829.83,46,31-60,547,Eduardo,1.0,1.0,1.0,4008.81,1.0,1,0.6876375468924479
811,Empréstimo Consignado,9464.27,21,0-30,646,Carlos,6.0,0.8333333333333334,0.3333333333333333,5254.14,1.0,1,0.5551553368616914
812,Empréstimo Consignado,8259.47,49,31-60,683,Gustavo,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
813,Crédito Pessoal,6302.9,13,0-30,704,Carlos,2.0,1.0,0.0,0.0,0.0,0,0.0
814,Empréstimo Consignado,10876.79,24,0-30,846,Fernanda,2.0,1.0,0.0,0.0,0.0,0,0.0
815,Empréstimo Consignado,6116.1,25,0-30,863,Carlos,1.0,1.0,1.0,2881.01,1.0,1,0.4710534490933765
816,Cartão de Crédito,2974.2,51,31-60,705,Bruno,6.0,0.5,0.16666666666666666,1273.46,1.0,1,0.4281689193732769
817,Cartão de Crédito,2319.13,6,0-30,617,Fernanda,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
818,Crédito Pessoal,5627.71,55,31-60,607,Ana,2.0,0.0,0.0,0.0,0.0,0,0.0
819,Crédito Pessoal,6670.47,5,0-30,850,Ana,2.0,0.5,0.5,0.0,0.0,0,0.0
820,Crédito Pessoal,2096.6,72,61-90,637,Carlos,2.0,0.5,0.0,0.0,0.0,0,0.0
821,Empréstimo Consignado,4748.54,22,0-30,665,Fernanda,3.0,0.0,0.0,0.0,0.0,0,0.0
822,Crédito Pessoal,3681.21,84,61-90,479,Helena,1.0,0.0,0.0,0.0,0.0,0,0.0
823,Crédito Pessoal,3539.31,73,61-90,596,Bruno,5.0,0.8,0.8,0.0,0.0,0,0.0
824,Crédito Pessoal,4675.3,8,0-30,749,Ana,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
825,Cartão de Crédito,3853.9,143,90+,492,Daniela,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
826,Empréstimo Consignado,11535.34,16,0-30,746,Fernanda,5.0,0.6,0.2,9795.3,1.0,1,0.849155724928784
827,Crédito Pessoal,3838.82,60,31-60,745,Gustavo,2.0,0.5,0.0,0.0,0.0,0,0.0
828,Crédito Pessoal,6737.77,27,0-30,782,Fernanda,5.0,0.8,0.2,0.0,0.0,0,0.0
829,Cartão de Crédito,2465.42,109,90+,405,Helena,5.0,0.6,0.6,1578.13,1.0,1,0.6401059454372886
830,Cartão de Crédito,2775.0,2,0-30,835,Gustavo,6.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0,0.0
831,Crédito Pessoal,3038.28,58,31-60,625,Helena,0.0,0.0,0.0,0.0,0.0,0,0.0
832,Cartão de Crédito,1443.45,1,0-30,778,Ana,3.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.0
833,Crédito Pessoal,6464.7,29,0-30,612,Ana,4.0,0.5,0.0,0.0,0.0,0,0.0
834,Crédito Pessoal,5065.69,55,31-60,730,Bruno,1.0,1.0,1.0,9615.060000000001,3.0,1,1.8980750894744847
835,Cartão de Crédito,2918.08,13,0-30,627,Bruno,1.0,1.0,1.0,1743.52,1.0,1,0.5974887597324268
836,Crédito Pessoal,8187.5,118,90+,422,Ana,0.0,0.0,0.0,0.0,0.0,0,0.0
837,Empréstimo Consignado,7283.6,68,61-90,466,Daniela,3.0,0.0,0.0,0.0,0.0,0,0.0
838,Crédito Pessoal,4540.73,27,0-30,860,Daniela,6.0,0.6666666666666666,0.5,0.0,0.0,0,0.0
839,Cartão de Crédito,3914.93,76,61-90,499,Gustavo,3.0,0.0,0.0,0.0,0.0,0,0.0
840,Cartão de Crédito,2513.59,12,0-30,787,Carlos,6.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
841,Crédito Pessoal,3393.39,39,31-60,642,Carlos,2.0,0.5,0.0,0.0,0.0,0,0.0
842,Cartão de Crédito,3088.55,89,61-90,480,Ana,1.0,0.0,0.0,0.0,0.0,0,0.0
843,Crédito Pessoal,4524.65,46,31-60,543,Ana,4.0,0.75,0.25,0.0,0.0,0,0.0
844,Empréstimo Consignado,5532.09,86,61-90,518,Ana,6.0,0.16666666666666666,0.0,0.0,0.0,0,0.0
845,Crédito Pessoal,5179.37,102,90+,345,Fernanda,2.0,1.0,0.0,0.0,0.0,0,0.0
846,Crédito Pessoal,6653.37,63,61-90,556,Daniela,4.0,0.5,0.25,0.0,0.0,0,0.0
847,Crédito Pessoal,2681.64,76,61-90,467,Eduardo,4.0,0.5,0.25,0.0,0.0,0,0.0
848,Empréstimo Consignado,4452.69,23,0-30,770,Carlos,2.0,0.5,0.5,6504.37,2.0,1,1.4607731506123265
849,Cartão de Crédito,2435.95,25,0-30,795,Carlos,9.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
850,Cartão de Crédito,1619.97,106,90+,376,Eduardo,2.0,0.0,0.0,0.0,0.0,0,0.0
851,Crédito Pessoal,2447.85,86,61-90,419,Ana,1.0,1.0,0.0,0.0,0.0,0,0.0
852,Cartão de Crédito,2504.89,41,31-60,610,Helena,6.0,1.0,0.3333333333333333,0.0,0.0,0,0.0
853,Crédito Pessoal,7212.14,20,0-30,745,Carlos,2.0,0.5,0.5,4407.39,1.0,1,0.6111071055193049
854,Empréstimo Consignado,10364.05,22,0-30,791,Daniela,4.0,0.75,0.5,7392.72,1.0,1,0.7133041619830086
855,Crédito Pessoal,4786.12,37,31-60,676,Eduardo,0.0,0.0,0.0,0.0,0.0,0,0.0
856,Crédito Pessoal,7565.14,57,31-60,614,Daniela,3.0,0.0,0.0,0.0,0.0,0,0.0
857,Crédito Pessoal,8469.92,65,61-90,569,Fernanda,1.0,1.0,0.0,0.0,0.0,0,0.0
858,Cartão de Crédito,2892.98,49,31-60,728,Ana,2.0,0.5,0.0,0.0,0.0,0,0.0
859,Cartão de Crédito,2207.05,19,0-30,611,Carlos,6.0,0.16666666666666666,0.0,0.0,0.0,0,0.0
860,Crédito Pessoal,8125.23,20,0-30,816,Gustavo,4.0,0.75,0.0,0.0,0.0,0,0.0
861,Cartão de Crédito,3714.84,56,31-60,721,Daniela,5.0,0.8,0.6,0.0,0.0,0,0.0
862,Cartão de Crédito,2702.72,7,0-30,678,Eduardo,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
863,Cartão de Crédito,3478.28,147,90+,418,Gustavo,2.0,1.0,0.0,0.0,0.0,0,0.0
864,Crédito Pessoal,3437.43,84,61-90,435,Helena,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
865,Crédito Pessoal,865.52,23,0-30,863,Helena,4.0,1.0,0.0,0.0,0.0,0,0.0
866,Cartão de Crédito,1723.05,163,90+,327,Ana,5.0,0.2,0.2,0.0,0.0,0,0.0
867,Crédito Pessoal,5413.14,52,31-60,615,Carlos,4.0,0.25,0.25,3020.11,1.0,1,0.5579220193824657
868,Crédito Pessoal,4851.64,42,31-60,585,Carlos,6.0,0.0,0.0,0.0,0.0,0,0.0
869,Empréstimo Consignado,10885.59,18,0-30,787,Gustavo,1.0,1.0,1.0,5332.44,1.0,1,0.4898622858292476
870,Empréstimo Consignado,3543.03,24,0-30,853,Ana,6.0,0.5,0.3333333333333333,1800.79,1.0,1,0.5082627016988284
871,Crédito Pessoal,2067.78,58,31-60,665,Ana,5.0,0.2,0.2,1359.57,1.0,1,0.6575022487885558
872,Crédito Pessoal,6524.61,55,31-60,579,Ana,3.0,0.3333333333333333,0.3333333333333333,5643.89,1.0,1,0.8650156867613544
873,Cartão de Crédito,1351.26,1,0-30,785,Fernanda,3.0,1.0,0.3333333333333333,3080.13,3.0,1,2.279450290839661
874,Crédito Pessoal,4458.49,12,0-30,604,Daniela,7.0,0.42857142857142855,0.14285714285714285,5050.52,2.0,1,1.1327871095370856
875,Crédito Pessoal,5049.13,88,61-90,445,Bruno,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0.0
876,Crédito Pessoal,3699.02,43,31-60,597,Fernanda,4.0,0.25,0.0,0.0,0.0,0,0.0
877,Cartão de Crédito,2962.29,10,0-30,701,Carlos,3.0,1.0,1.0,4859.860000000001,2.0,1,1.6405753656799302
878,Cartão de Crédito,850.51,43,31-60,702,Gustavo,2.0,1.0,0.5,912.21,2.0,1,1.0725447084690363
879,Crédito Pessoal,8663.86,58,31-60,501,Daniela,2.0,0.0,0.0,0.0,0.0,0,0.0
880,Crédito Pessoal,4339.73,43,31-60,716,Helena,4.0,0.75,0.5,6128.870000000001,2.0,1,1.4122698877579944
881,Crédito Pessoal,4659.46,106,90+,324,Eduardo,4.0,0.0,0.0,0.0,0.0,0,0.0
882,Cartão de Crédito,4654.86,72,61-90,400,Carlos,3.0,0.0,0.0,0.0,0.0,0,0.0
883,Crédito Pessoal,2280.2,23,0-30,822,Fernanda,4.0,0.75,0.25,0.0,0.0,0,0.0
884,Crédito Pessoal,2909.8,50,31-60,696,Helena,2.0,0.5,0.0,0.0,0.0,0,0.0
885,Cartão de Crédito,3623.6,47,31-60,667,Helena,2.0,0.5,0.0,0.0,0.0,0,0.0
886,Crédito Pessoal,1887.07,16,0-30,668,Bruno,3.0,1.0,0.3333333333333333,956.24,1.0,1,0.5067326596257691
887,Cartão de Crédito,2896.14,52,31-60,696,Eduardo,2.0,1.0,0.5,0.0,0.0,0,0.0
888,Crédito Pessoal,3787.44,60,31-60,747,Carlos,3.0,1.0,0.6666666666666666,0.0,0.0,0,0.0
889,Crédito Pessoal,1767.72,40,31-60,515,Gustavo,2.0,0.0,0.0,0.0,0.0,0,0.0
890,Crédito Pessoal,6053.7,11,0-30,781,Bruno,2.0,1.0,0.5,5302.19,1.0,1,0.8758593917769297
891,Cartão de Crédito,2945.01,21,0-30,617,Ana,3.0,0.3333333333333333,0.3333333333333333,4408.85,2.0,1,1.4970577349482685
892,Empréstimo Consignado,8004.16,1,0-30,706,Bruno,3.0,1.0,0.3333333333333333,6563.87,1.0,1,0.8200573201934994
893,Empréstimo Consignado,14207.27,120,90+,316,Carlos,1.0,0.0,0.0,0.0,0.0,0,0.0
894,Crédito Pessoal,3457.01,69,61-90,524,Bruno,2.0,0.5,0.5,4800.49,2.0,1,1.3886248521120852
895,Cartão de Crédito,3193.26,13,0-30,681,Fernanda,2.0,0.0,0.0,0.0,0.0,0,0.0
896,Crédito Pessoal,5654.68,26,0-30,603,Carlos,6.0,0.3333333333333333,0.3333333333333333,3371.08,1.0,1,0.5961575190815395
897,Crédito Pessoal,6943.04,60,31-60,614,Carlos,5.0,0.4,0.0,0.0,0.0,0,0.0
898,Empréstimo Consignado,6487.74,8,0-30,736,Gustavo,1.0,1.0,1.0,0.0,0.0,0,0.0
899,Crédito Pessoal,2230.66,19,0-30,886,Bruno,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
900,Crédito Pessoal,3635.98,131,90+,432,Bruno,6.0,0.5,0.3333333333333333,2965.58,1.0,1,0.8156205479678106
901,Crédito Pessoal,4872.44,41,31-60,727,Fernanda,0.0,0.0,0.0,0.0,0.0,0,0.0
902,Crédito Pessoal,6361.79,13,0-30,615,Eduardo,2.0,1.0,0.5,7593.2,2.0,1,1.1935634467657688
903,Crédito Pessoal,5034.57,30,0-30,897,Helena,4.0,0.25,0.0,0.0,0.0,0,0.0
904,Cartão de Crédito,2672.06,3,0-30,811,Eduardo,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
905,Crédito Pessoal,8451.12,97,90+,545,Daniela,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
906,Empréstimo Consignado,7927.33,45,31-60,529,Carlos,3.0,0.0,0.0,0.0,0.0,0,0.0
907,Empréstimo Consignado,6402.88,30,0-30,881,Helena,3.0,1.0,0.6666666666666666,6870.09,2.0,1,1.072968726573042
908,Crédito Pessoal,5880.65,45,31-60,676,Eduardo,6.0,0.0,0.0,0.0,0.0,0,0.0
909,Crédito Pessoal,1568.37,14,0-30,630,Gustavo,5.0,0.4,0.2,0.0,0.0,0,0.0
910,Crédito Pessoal,1564.09,42,31-60,549,Helena,1.0,0.0,0.0,0.0,0.0,0,0.0
911,Cartão de Crédito,2392.76,64,61-90,542,Helena,5.0,0.4,0.2,0.0,0.0,0,0.0
912,Crédito Pessoal,3134.2,57,31-60,551,Daniela,4.0,0.5,0.0,0.0,0.0,0,0.0
913,Cartão de Crédito,2013.41,13,0-30,832,Fernanda,4.0,0.75,0.25,2007.61,1.0,1,0.997119314992972
914,Crédito Pessoal,6869.55,85,61-90,565,Carlos,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
915,Cartão de Crédito,2921.0,85,61-90,437,Fernanda,6.0,0.0,0.0,0.0,0.0,0,0.0
916,Crédito Pessoal,4846.05,5,0-30,619,Gustavo,4.0,0.5,0.25,0.0,0.0,0,0.0
917,Crédito Pessoal,5165.93,51,31-60,598,Helena,7.0,0.8571428571428571,0.42857142857142855,0.0,0.0,0,0.0
918,Empréstimo Consignado,6726.46,7,0-30,814,Daniela,4.0,0.5,0.0,0.0,0.0,0,0.0
919,Cartão de Crédito,3179.47,177,90+,343,Eduardo,7.0,0.2857142857142857,0.0,0.0,0.0,0,0.0
920,Crédito Pessoal,6585.08,22,0-30,710,Daniela,2.0,0.5,0.0,0.0,0.0,0,0.0
921,Empréstimo Consignado,10972.8,7,0-30,688,Bruno,4.0,0.5,0.0,0.0,0.0,0,0.0
922,Cartão de Crédito,3255.94,21,0-30,717,Fernanda,5.0,0.4,0.2,0.0,0.0,0,0.0
923,Empréstimo Consignado,8162.14,17,0-30,838,Daniela,7.0,0.7142857142857143,0.2857142857142857,7523.64,1.0,1,0.9217729664034188
924,Cartão de Crédito,1941.43,78,61-90,471,Fernanda,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0.0
925,Crédito Pessoal,4665.39,26,0-30,762,Helena,4.0,0.5,0.0,0.0,0.0,0,0.0
926,Crédito Pessoal,5233.25,15,0-30,850,Ana,4.0,1.0,0.5,7432.68,2.0,1,1.420279940763388
927,Crédito Pessoal,3651.95,30,0-30,794,Ana,3.0,0.0,0.0,0.0,0.0,0,0.0
928,Cartão de Crédito,3803.9,68,61-90,459,Daniela,5.0,0.0,0.0,0.0,0.0,0,0.0
929,Cartão de Crédito,3807.89,2,0-30,697,Ana,2.0,0.0,0.0,0.0,0.0,0,0.0
930,Crédito Pessoal,4759.86,28,0-30,672,Daniela,2.0,0.5,0.5,4244.84,1.0,1,0.8917993386360104
931,Crédito Pessoal,7061.76,84,61-90,621,Fernanda,4.0,0.75,0.0,0.0,0.0,0,0.0
932,Empréstimo Consignado,9680.06,49,31-60,618,Helena,4.0,0.5,0.5,0.0,0.0,0,0.0
933,Empréstimo Consignado,6510.14,34,31-60,681,Gustavo,2.0,0.0,0.0,0.0,0.0,0,0.0
934,Cartão de Crédito,2829.61,39,31-60,627,Gustavo,3.0,1.0,0.3333333333333333,0.0,0.0,0,0.0
935,Crédito Pessoal,3451.49,28,0-30,817,Daniela,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
936,Crédito Pessoal,3239.99,12,0-30,855,Daniela,5.0,0.8,0.0,0.0,0.0,0,0.0
937,Crédito Pessoal,5953.81,42,31-60,639,Helena,4.0,0.25,0.0,0.0,0.0,0,0.0
938,Empréstimo Consignado,9466.42,51,31-60,587,Ana,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
939,Crédito Pessoal,10388.18,9,0-30,874,Carlos,4.0,0.75,0.5,0.0,0.0,0,0.0
940,Cartão de Crédito,2375.62,100,90+,535,Daniela,5.0,0.4,0.2,0.0,0.0,0,0.0
941,Crédito Pessoal,3942.07,83,61-90,479,Daniela,4.0,0.75,0.25,0.0,0.0,0,0.0
942,Cartão de Crédito,3238.2,164,90+,325,Bruno,3.0,0.0,0.0,0.0,0.0,0,0.0
943,Cartão de Crédito,2479.95,11,0-30,720,Bruno,4.0,1.0,0.25,1018.9,1.0,1,0.4108550575616444
944,Empréstimo Consignado,6057.14,15,0-30,888,Eduardo,3.0,1.0,1.0,0.0,0.0,0,0.0
945,Crédito Pessoal,3828.37,65,61-90,505,Ana,2.0,0.5,0.5,0.0,0.0,0,0.0
946,Crédito Pessoal,4640.94,170,90+,484,Carlos,5.0,0.2,0.0,0.0,0.0,0,0.0
947,Crédito Pessoal,7108.9,4,0-30,629,Gustavo,7.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0,0.0
948,Empréstimo Consignado,9294.88,121,90+,450,Daniela,1.0,0.0,0.0,0.0,0.0,0,0.0
949,Empréstimo Consignado,5499.82,62,61-90,601,Gustavo,4.0,0.0,0.0,0.0,0.0,0,0.0
950,Cartão de Crédito,3967.77,16,0-30,635,Daniela,1.0,1.0,1.0,0.0,0.0,0,0.0
951,Cartão de Crédito,1774.1,1,0-30,724,Ana,7.0,0.7142857142857143,0.0,0.0,0.0,0,0.0
952,Cartão de Crédito,1910.14,55,31-60,722,Eduardo,6.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
953,Crédito Pessoal,7334.05,78,61-90,634,Eduardo,6.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0.0
954,Empréstimo Consignado,12492.68,52,31-60,623,Bruno,2.0,0.5,0.5,0.0,0.0,0,0.0
955,Crédito Pessoal,5707.11,57,31-60,713,Gustavo,3.0,0.6666666666666666,0.6666666666666666,7709.83,2.0,1,1.3509166636003163
956,Crédito Pessoal,2418.78,58,31-60,670,Ana,1.0,1.0,0.0,0.0,0.0,0,0.0
957,Cartão de Crédito,2577.52,86,61-90,634,Eduardo,6.0,0.5,0.0,0.0,0.0,0,0.0
958,Crédito Pessoal,2265.87,176,90+,545,Eduardo,4.0,0.25,0.25,1619.05,1.0,1,0.7145379037632344
959,Crédito Pessoal,9969.49,179,90+,529,Gustavo,1.0,0.0,0.0,0.0,0.0,0,0.0
960,Cartão de Crédito,2729.73,31,31-60,738,Carlos,4.0,0.75,0.25,1345.78,1.0,1,0.49300846603876575
961,Crédito Pessoal,6602.99,71,61-90,593,Bruno,4.0,0.25,0.25,0.0,0.0,0,0.0
962,Cartão de Crédito,2203.78,2,0-30,780,Bruno,4.0,0.5,0.25,1644.02,1.0,1,0.7460000544518962
963,Crédito Pessoal,8611.33,58,31-60,714,Bruno,2.0,0.5,0.0,0.0,0.0,0,0.0
964,Crédito Pessoal,3995.04,24,0-30,717,Fernanda,4.0,0.75,0.25,3213.51,1.0,1,0.8043749249068846
965,Crédito Pessoal,3282.35,29,0-30,826,Eduardo,3.0,0.6666666666666666,0.3333333333333333,2909.97,1.0,1,0.8865507944003533
966,Crédito Pessoal,5609.77,88,61-90,522,Daniela,3.0,0.6666666666666666,0.3333333333333333,5242.780000000001,2.0,1,0.9345802056055774
967,Cartão de Crédito,3204.05,43,31-60,687,Fernanda,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
